UPI,Province,Sector,Cell,Parcel
3/37/09/03/0301,3,37,09,0301
3/37/09/03/0302,3,37,09,0302
3/37/09/03/0303,3,37,09,0303
3/37/09/03/0304,3,37,09,0304
3/37/09/03/0305,3,37,09,0305
3/37/09/03/0306,3,37,09,0306
3/37/09/03/0307,3,37,09,0307
3/37/09/03/0308,3,37,09,0308
3/37/09/04/0401,3,37,09,0401
3/37/09/04/0402,3,37,09,0402
3/37/09/04/0403,3,37,09,0403
3/37/09/04/0404,3,37,09,0404
3/37/09/04/0405,3,37,09,0405
3/37/09/04/0406,3,37,09,0406
3/37/09/04/0407,3,37,09,0407
3/37/10/01/0101,3,37,10,0101
3/37/10/01/0102,3,37,10,0102
3/37/10/01/0103,3,37,10,0103
3/37/10/01/0104,3,37,10,0104
3/37/10/01/0105,3,37,10,0105
3/37/10/01/0106,3,37,10,0106
3/37/10/01/0107,3,37,10,0107
3/37/10/01/0108,3,37,10,0108
3/37/10/01/0109,3,37,10,0109
3/37/10/01/0110,3,37,10,0110
3/37/10/01/0111,3,37,10,0111
3/37/10/01/0112,3,37,10,0112
3/37/10/02/0201,3,37,10,0201
3/37/10/02/0202,3,37,10,0202
3/37/10/02/0203,3,37,10,0203
3/37/10/02/0204,3,37,10,0204
3/37/10/02/0205,3,37,10,0205
3/37/10/02/0206,3,37,10,0206
3/37/10/02/0207,3,37,10,0207
3/37/10/03/0301,3,37,10,0301
3/37/10/03/0302,3,37,10,0302
3/37/10/03/0303,3,37,10,0303
3/37/10/03/0304,3,37,10,0304
3/37/10/03/0305,3,37,10,0305
3/37/10/03/0306,3,37,10,0306
3/37/10/03/0307,3,37,10,0307
3/37/10/03/0308,3,37,10,0308
3/37/10/03/0309,3,37,10,0309
3/37/10/04/0401,3,37,10,0401
3/37/10/04/0402,3,37,10,0402
3/37/10/04/0403,3,37,10,0403
3/37/10/04/0404,3,37,10,0404
3/37/10/04/0405,3,37,10,0405
3/37/10/04/0406,3,37,10,0406
3/37/10/04/0407,3,37,10,0407
3/37/10/04/0408,3,37,10,0408
3/37/10/04/0409,3,37,10,0409
3/37/10/04/0410,3,37,10,0410
3/37/10/04/0411,3,37,10,0411
3/37/10/04/0412,3,37,10,0412
3/37/10/04/0413,3,37,10,0413
3/37/10/04/0414,3,37,10,0414
3/37/10/04/0415,3,37,10,0415
3/37/10/05/0501,3,37,10,0501
3/37/10/05/0502,3,37,10,0502
3/37/10/05/0503,3,37,10,0503
3/37/10/05/0504,3,37,10,0504
3/37/10/05/0505,3,37,10,0505
3/37/10/05/0506,3,37,10,0506
3/37/10/05/0507,3,37,10,0507
3/37/10/05/0508,3,37,10,0508
3/37/10/05/0509,3,37,10,0509
3/37/10/05/0510,3,37,10,0510
3/37/11/01/0101,3,37,11,0101
3/37/11/01/0102,3,37,11,0102
3/37/11/01/0103,3,37,11,0103
3/37/11/01/0104,3,37,11,0104
3/37/11/01/0105,3,37,11,0105
3/37/11/01/0106,3,37,11,0106
3/37/11/01/0107,3,37,11,0107
3/37/11/01/0108,3,37,11,0108
3/37/11/02/0201,3,37,11,0201
3/37/11/02/0202,3,37,11,0202
3/37/11/02/0203,3,37,11,0203
3/37/11/02/0204,3,37,11,0204
3/37/11/02/0205,3,37,11,0205
3/37/11/02/0206,3,37,11,0206
3/37/11/02/0207,3,37,11,0207
3/37/11/02/0208,3,37,11,0208
3/37/11/02/0209,3,37,11,0209
3/37/11/03/0301,3,37,11,0301
3/37/11/03/0302,3,37,11,0302
3/37/11/03/0303,3,37,11,0303
3/37/11/03/0304,3,37,11,0304
3/37/11/03/0305,3,37,11,0305
3/37/11/03/0306,3,37,11,0306
3/37/11/03/0307,3,37,11,0307
3/37/11/04/0401,3,37,11,0401
3/37/11/04/0402,3,37,11,0402
3/37/11/04/0403,3,37,11,0403
3/37/11/04/0404,3,37,11,0404
3/37/11/04/0405,3,37,11,0405
3/37/11/04/0406,3,37,11,0406
3/37/11/04/0407,3,37,11,0407
3/37/12/01/0101,3,37,12,0101
3/37/12/01/0102,3,37,12,0102
3/37/12/01/0103,3,37,12,0103
3/37/12/01/0104,3,37,12,0104
3/37/12/01/0105,3,37,12,0105
3/37/12/01/0106,3,37,12,0106
3/37/12/01/0107,3,37,12,0107
3/37/12/01/0108,3,37,12,0108
3/37/12/01/0109,3,37,12,0109
3/37/12/01/0110,3,37,12,0110
3/37/12/02/0201,3,37,12,0201
3/37/12/02/0202,3,37,12,0202
3/37/12/02/0203,3,37,12,0203
3/37/12/02/0204,3,37,12,0204
3/37/12/02/0205,3,37,12,0205
3/37/12/02/0206,3,37,12,0206
3/37/12/02/0207,3,37,12,0207
3/37/12/02/0208,3,37,12,0208
3/37/12/02/0209,3,37,12,0209
3/37/12/02/0210,3,37,12,0210
3/37/12/02/0211,3,37,12,0211
3/37/12/03/0301,3,37,12,0301
3/37/12/03/0302,3,37,12,0302
3/37/12/03/0303,3,37,12,0303
3/37/12/03/0304,3,37,12,0304
3/37/12/03/0305,3,37,12,0305
3/37/12/03/0306,3,37,12,0306
3/37/12/03/0307,3,37,12,0307
3/37/12/03/0308,3,37,12,0308
3/37/12/03/0309,3,37,12,0309
3/37/12/03/0310,3,37,12,0310
4/41/04/06/0605,4,41,04,0605
4/41/04/07/0701,4,41,04,0701
4/41/04/07/0702,4,41,04,0702
4/41/04/07/0703,4,41,04,0703
4/41/04/07/0704,4,41,04,0704
4/41/04/07/0705,4,41,04,0705
4/41/05/01/0101,4,41,05,0101
4/41/05/01/0102,4,41,05,0102
4/41/05/01/0103,4,41,05,0103
4/41/05/01/0104,4,41,05,0104
4/43/07/03/0306,4,43,07,0306
4/43/07/03/0307,4,43,07,0307
4/43/07/04/0401,4,43,07,0401
4/43/07/04/0402,4,43,07,0402
4/43/07/04/0403,4,43,07,0403
4/43/07/04/0404,4,43,07,0404
4/43/07/04/0405,4,43,07,0405
4/43/07/04/0406,4,43,07,0406
4/43/07/04/0407,4,43,07,0407
4/43/07/04/0408,4,43,07,0408
4/44/07/02/0209,4,44,07,0209
4/44/07/02/0210,4,44,07,0210
4/44/07/03/0301,4,44,07,0301
4/44/07/03/0302,4,44,07,0302
4/44/07/03/0303,4,44,07,0303
4/44/07/03/0304,4,44,07,0304
4/44/07/03/0305,4,44,07,0305
4/44/07/03/0306,4,44,07,0306
4/44/08/01/0101,4,44,08,0101
4/44/08/01/0102,4,44,08,0102
4/44/11/02/0204,4,44,11,0204
4/44/11/02/0205,4,44,11,0205
4/44/11/02/0206,4,44,11,0206
4/44/11/02/0207,4,44,11,0207
4/44/11/03/0301,4,44,11,0301
4/44/11/03/0302,4,44,11,0302
4/44/11/03/0303,4,44,11,0303
4/44/11/03/0304,4,44,11,0304
4/44/11/03/0305,4,44,11,0305
4/44/11/03/0306,4,44,11,0306
4/45/21/04/0404,4,45,21,0404
4/45/21/04/0405,4,45,21,0405
4/45/21/05/0501,4,45,21,0501
4/45/21/05/0502,4,45,21,0502
4/45/21/05/0503,4,45,21,0503
4/45/21/05/0504,4,45,21,0504
4/45/21/05/0505,4,45,21,0505
4/45/21/05/0506,4,45,21,0506
5/51/01/01/0101,5,51,01,0101
5/51/01/01/0102,5,51,01,0102
5/52/02/07/0703,5,52,02,0703
5/52/02/07/0704,5,52,02,0704
5/52/02/07/0705,5,52,02,0705
5/52/02/07/0706,5,52,02,0706
5/52/02/07/0707,5,52,02,0707
5/52/03/01/0101,5,52,03,0101
5/52/03/01/0102,5,52,03,0102
5/52/03/01/0103,5,52,03,0103
5/52/03/01/0104,5,52,03,0104
5/52/03/01/0105,5,52,03,0105
5/52/11/01/0107,5,52,11,0107
5/52/11/01/0108,5,52,11,0108
5/52/11/01/0109,5,52,11,0109
5/52/11/01/0110,5,52,11,0110
5/52/11/02/0201,5,52,11,0201
5/52/11/02/0202,5,52,11,0202
5/52/11/02/0203,5,52,11,0203
5/52/11/02/0204,5,52,11,0204
5/52/11/02/0205,5,52,11,0205
5/52/11/02/0206,5,52,11,0206
3/37/12/03/0311,3,37,12,0311
3/37/12/04/0401,3,37,12,0401
3/37/12/04/0402,3,37,12,0402
3/37/12/04/0403,3,37,12,0403
3/37/12/04/0404,3,37,12,0404
3/37/12/04/0405,3,37,12,0405
3/37/12/04/0406,3,37,12,0406
3/37/12/04/0407,3,37,12,0407
3/37/12/04/0408,3,37,12,0408
3/37/12/04/0409,3,37,12,0409
3/37/12/04/0410,3,37,12,0410
3/37/12/05/0501,3,37,12,0501
3/37/12/05/0502,3,37,12,0502
3/37/12/05/0503,3,37,12,0503
3/37/12/05/0504,3,37,12,0504
3/37/12/05/0505,3,37,12,0505
3/37/12/05/0506,3,37,12,0506
3/37/12/05/0507,3,37,12,0507
3/37/12/05/0508,3,37,12,0508
3/37/12/05/0509,3,37,12,0509
3/37/12/05/0510,3,37,12,0510
3/37/13/01/0101,3,37,13,0101
3/37/13/01/0102,3,37,13,0102
3/37/13/01/0103,3,37,13,0103
3/37/13/01/0104,3,37,13,0104
3/37/13/01/0105,3,37,13,0105
3/37/13/02/0201,3,37,13,0201
3/37/13/02/0202,3,37,13,0202
3/37/13/02/0203,3,37,13,0203
3/37/13/02/0204,3,37,13,0204
3/37/13/02/0205,3,37,13,0205
3/37/13/03/0301,3,37,13,0301
3/37/13/03/0302,3,37,13,0302
3/37/13/03/0303,3,37,13,0303
3/37/13/03/0304,3,37,13,0304
3/37/13/03/0305,3,37,13,0305
3/37/13/03/0306,3,37,13,0306
3/37/13/04/0401,3,37,13,0401
3/37/13/04/0402,3,37,13,0402
3/37/13/04/0403,3,37,13,0403
3/37/13/04/0404,3,37,13,0404
3/37/13/04/0405,3,37,13,0405
3/37/13/04/0406,3,37,13,0406
3/37/13/04/0407,3,37,13,0407
3/37/14/01/0101,3,37,14,0101
3/37/14/01/0102,3,37,14,0102
3/37/14/01/0103,3,37,14,0103
3/37/14/01/0104,3,37,14,0104
3/37/14/01/0105,3,37,14,0105
3/37/14/01/0106,3,37,14,0106
3/37/14/01/0107,3,37,14,0107
3/37/14/01/0108,3,37,14,0108
3/37/14/01/0109,3,37,14,0109
3/37/14/01/0110,3,37,14,0110
3/37/14/02/0201,3,37,14,0201
3/37/14/02/0202,3,37,14,0202
3/37/14/02/0203,3,37,14,0203
3/37/14/02/0204,3,37,14,0204
3/37/14/02/0205,3,37,14,0205
3/37/14/02/0206,3,37,14,0206
3/37/14/02/0207,3,37,14,0207
3/37/14/02/0208,3,37,14,0208
3/37/14/02/0209,3,37,14,0209
3/37/14/02/0210,3,37,14,0210
3/37/14/02/0211,3,37,14,0211
3/37/14/02/0212,3,37,14,0212
3/37/14/02/0213,3,37,14,0213
3/37/14/03/0301,3,37,14,0301
3/37/14/03/0302,3,37,14,0302
3/37/14/03/0303,3,37,14,0303
3/37/14/03/0304,3,37,14,0304
3/37/14/03/0305,3,37,14,0305
3/37/14/03/0306,3,37,14,0306
3/37/14/03/0307,3,37,14,0307
3/37/14/03/0308,3,37,14,0308
3/37/14/03/0309,3,37,14,0309
3/37/14/04/0401,3,37,14,0401
3/37/14/04/0402,3,37,14,0402
3/37/14/04/0403,3,37,14,0403
3/37/14/04/0404,3,37,14,0404
3/37/14/04/0405,3,37,14,0405
3/37/14/04/0406,3,37,14,0406
3/37/14/04/0407,3,37,14,0407
3/37/14/04/0408,3,37,14,0408
3/37/14/04/0409,3,37,14,0409
3/37/14/04/0410,3,37,14,0410
3/37/14/04/0411,3,37,14,0411
3/37/14/04/0412,3,37,14,0412
3/37/14/04/0413,3,37,14,0413
3/37/14/04/0414,3,37,14,0414
3/37/14/04/0415,3,37,14,0415
3/37/15/01/0101,3,37,15,0101
3/37/15/01/0102,3,37,15,0102
3/37/15/01/0103,3,37,15,0103
3/37/15/01/0104,3,37,15,0104
3/37/15/01/0105,3,37,15,0105
3/37/15/01/0106,3,37,15,0106
3/37/15/01/0107,3,37,15,0107
3/37/15/02/0201,3,37,15,0201
3/37/15/02/0202,3,37,15,0202
3/37/15/02/0203,3,37,15,0203
3/37/15/02/0204,3,37,15,0204
3/37/15/02/0205,3,37,15,0205
3/37/15/02/0206,3,37,15,0206
3/37/15/03/0301,3,37,15,0301
3/37/15/03/0302,3,37,15,0302
3/37/15/03/0303,3,37,15,0303
3/37/15/03/0304,3,37,15,0304
3/37/15/03/0305,3,37,15,0305
3/37/15/03/0306,3,37,15,0306
3/37/15/04/0401,3,37,15,0401
3/37/15/04/0402,3,37,15,0402
3/37/15/04/0403,3,37,15,0403
3/37/15/04/0404,3,37,15,0404
3/37/15/04/0405,3,37,15,0405
3/37/15/04/0406,3,37,15,0406
3/37/15/04/0407,3,37,15,0407
3/37/15/05/0501,3,37,15,0501
3/37/15/05/0502,3,37,15,0502
3/37/15/05/0503,3,37,15,0503
3/37/15/05/0504,3,37,15,0504
3/37/15/05/0505,3,37,15,0505
3/37/15/05/0506,3,37,15,0506
3/37/15/05/0507,3,37,15,0507
4/41/01/01/0101,4,41,01,0101
4/41/01/01/0102,4,41,01,0102
4/41/01/01/0103,4,41,01,0103
4/41/01/01/0104,4,41,01,0104
4/41/01/01/0105,4,41,01,0105
4/41/01/01/0106,4,41,01,0106
4/41/01/01/0107,4,41,01,0107
4/41/01/01/0108,4,41,01,0108
4/41/01/01/0109,4,41,01,0109
4/41/01/01/0110,4,41,01,0110
4/41/01/02/0201,4,41,01,0201
4/41/01/02/0202,4,41,01,0202
4/41/01/02/0203,4,41,01,0203
4/41/01/02/0204,4,41,01,0204
4/41/01/02/0205,4,41,01,0205
4/41/01/02/0206,4,41,01,0206
4/41/01/02/0207,4,41,01,0207
4/41/01/02/0208,4,41,01,0208
4/41/01/02/0209,4,41,01,0209
4/41/01/02/0210,4,41,01,0210
4/41/01/03/0301,4,41,01,0301
4/41/01/03/0302,4,41,01,0302
4/41/01/03/0303,4,41,01,0303
4/41/01/03/0304,4,41,01,0304
4/41/01/03/0305,4,41,01,0305
4/41/01/03/0306,4,41,01,0306
4/41/01/03/0307,4,41,01,0307
4/41/01/03/0308,4,41,01,0308
4/41/02/01/0101,4,41,02,0101
4/41/02/01/0102,4,41,02,0102
4/41/02/01/0103,4,41,02,0103
4/41/02/01/0104,4,41,02,0104
4/41/02/01/0105,4,41,02,0105
4/41/02/01/0106,4,41,02,0106
4/41/02/01/0107,4,41,02,0107
4/41/02/01/0108,4,41,02,0108
4/41/02/01/0109,4,41,02,0109
4/41/02/01/0110,4,41,02,0110
4/41/02/01/0111,4,41,02,0111
4/41/02/01/0112,4,41,02,0112
4/41/02/01/0113,4,41,02,0113
4/41/02/01/0114,4,41,02,0114
4/41/02/02/0201,4,41,02,0201
4/41/02/02/0202,4,41,02,0202
4/41/02/02/0203,4,41,02,0203
4/41/02/02/0204,4,41,02,0204
4/41/02/02/0205,4,41,02,0205
4/41/02/02/0206,4,41,02,0206
4/41/02/02/0207,4,41,02,0207
4/41/02/02/0208,4,41,02,0208
4/41/02/02/0209,4,41,02,0209
4/41/02/02/0210,4,41,02,0210
4/41/02/02/0211,4,41,02,0211
4/41/02/02/0212,4,41,02,0212
4/41/02/02/0213,4,41,02,0213
4/41/02/02/0214,4,41,02,0214
4/41/02/03/0301,4,41,02,0301
4/41/02/03/0302,4,41,02,0302
4/41/02/03/0303,4,41,02,0303
4/41/02/03/0304,4,41,02,0304
4/41/02/03/0305,4,41,02,0305
4/41/02/03/0306,4,41,02,0306
4/41/02/03/0307,4,41,02,0307
4/41/02/03/0308,4,41,02,0308
4/41/02/03/0309,4,41,02,0309
4/41/02/03/0310,4,41,02,0310
4/41/02/03/0311,4,41,02,0311
4/41/02/03/0312,4,41,02,0312
4/41/03/01/0101,4,41,03,0101
4/41/03/01/0102,4,41,03,0102
4/41/03/01/0103,4,41,03,0103
4/41/03/01/0104,4,41,03,0104
4/41/03/01/0105,4,41,03,0105
4/41/03/01/0106,4,41,03,0106
4/41/03/01/0107,4,41,03,0107
4/41/03/02/0201,4,41,03,0201
4/41/03/02/0202,4,41,03,0202
4/41/03/02/0203,4,41,03,0203
4/41/03/02/0204,4,41,03,0204
4/41/03/02/0205,4,41,03,0205
4/41/03/02/0206,4,41,03,0206
4/41/03/02/0207,4,41,03,0207
4/41/03/02/0208,4,41,03,0208
4/41/03/03/0301,4,41,03,0301
4/41/03/03/0302,4,41,03,0302
4/41/03/03/0303,4,41,03,0303
4/41/03/03/0304,4,41,03,0304
4/41/03/03/0305,4,41,03,0305
4/41/03/04/0401,4,41,03,0401
4/41/03/04/0402,4,41,03,0402
4/41/03/04/0403,4,41,03,0403
4/41/03/04/0404,4,41,03,0404
4/41/03/04/0405,4,41,03,0405
4/41/03/04/0406,4,41,03,0406
4/41/03/04/0407,4,41,03,0407
4/41/03/05/0501,4,41,03,0501
4/41/03/05/0502,4,41,03,0502
4/41/03/05/0503,4,41,03,0503
4/41/03/05/0504,4,41,03,0504
4/41/03/05/0505,4,41,03,0505
4/41/03/05/0506,4,41,03,0506
4/41/03/05/0507,4,41,03,0507
4/41/03/05/0508,4,41,03,0508
4/41/03/05/0509,4,41,03,0509
4/41/03/05/0510,4,41,03,0510
4/41/04/01/0101,4,41,04,0101
4/41/04/01/0102,4,41,04,0102
4/41/04/01/0103,4,41,04,0103
4/41/04/01/0104,4,41,04,0104
4/41/04/01/0105,4,41,04,0105
4/41/04/02/0201,4,41,04,0201
4/41/04/02/0202,4,41,04,0202
4/41/04/02/0203,4,41,04,0203
4/41/04/02/0204,4,41,04,0204
4/41/04/02/0205,4,41,04,0205
4/41/04/03/0301,4,41,04,0301
4/41/04/03/0302,4,41,04,0302
4/41/04/03/0303,4,41,04,0303
4/41/04/03/0304,4,41,04,0304
4/41/04/03/0305,4,41,04,0305
4/41/04/03/0306,4,41,04,0306
4/41/04/04/0401,4,41,04,0401
4/41/04/04/0402,4,41,04,0402
4/41/04/04/0403,4,41,04,0403
4/41/04/04/0404,4,41,04,0404
4/41/04/04/0405,4,41,04,0405
4/41/04/05/0501,4,41,04,0501
4/41/04/05/0502,4,41,04,0502
4/41/04/05/0503,4,41,04,0503
4/41/04/05/0504,4,41,04,0504
4/41/04/05/0505,4,41,04,0505
4/41/04/05/0506,4,41,04,0506
4/41/04/06/0601,4,41,04,0601
4/41/04/06/0602,4,41,04,0602
4/41/04/06/0603,4,41,04,0603
4/41/04/06/0604,4,41,04,0604
4/41/05/01/0105,4,41,05,0105
4/41/05/01/0106,4,41,05,0106
4/41/05/01/0107,4,41,05,0107
4/41/05/01/0108,4,41,05,0108
4/41/05/02/0201,4,41,05,0201
4/41/05/02/0202,4,41,05,0202
4/41/05/02/0203,4,41,05,0203
4/41/05/02/0204,4,41,05,0204
4/41/05/02/0205,4,41,05,0205
4/41/05/02/0206,4,41,05,0206
4/41/05/02/0207,4,41,05,0207
4/41/05/02/0208,4,41,05,0208
4/41/05/03/0301,4,41,05,0301
4/41/05/03/0302,4,41,05,0302
4/41/05/03/0303,4,41,05,0303
4/41/05/03/0304,4,41,05,0304
4/41/05/03/0305,4,41,05,0305
4/41/05/03/0306,4,41,05,0306
4/41/05/03/0307,4,41,05,0307
4/41/05/03/0308,4,41,05,0308
4/41/06/01/0101,4,41,06,0101
4/41/06/01/0102,4,41,06,0102
4/41/06/01/0103,4,41,06,0103
4/41/06/01/0104,4,41,06,0104
4/41/06/01/0105,4,41,06,0105
4/41/06/01/0106,4,41,06,0106
4/41/06/01/0107,4,41,06,0107
4/41/06/02/0201,4,41,06,0201
4/41/06/02/0202,4,41,06,0202
4/41/06/02/0203,4,41,06,0203
4/41/06/02/0204,4,41,06,0204
4/41/06/02/0205,4,41,06,0205
4/41/06/02/0206,4,41,06,0206
4/41/06/02/0207,4,41,06,0207
4/41/06/02/0208,4,41,06,0208
4/41/06/03/0301,4,41,06,0301
4/41/06/03/0302,4,41,06,0302
4/41/06/03/0303,4,41,06,0303
4/41/06/03/0304,4,41,06,0304
4/41/06/03/0305,4,41,06,0305
4/41/06/03/0306,4,41,06,0306
4/41/06/03/0307,4,41,06,0307
4/41/07/01/0101,4,41,07,0101
4/41/07/01/0102,4,41,07,0102
4/41/07/01/0103,4,41,07,0103
4/41/07/01/0104,4,41,07,0104
4/41/07/01/0105,4,41,07,0105
4/41/07/01/0106,4,41,07,0106
4/41/07/02/0201,4,41,07,0201
4/41/07/02/0202,4,41,07,0202
4/41/07/02/0203,4,41,07,0203
4/41/07/02/0204,4,41,07,0204
4/41/07/02/0205,4,41,07,0205
4/41/07/02/0206,4,41,07,0206
4/41/07/03/0301,4,41,07,0301
4/41/07/03/0302,4,41,07,0302
4/41/07/03/0303,4,41,07,0303
4/41/07/03/0304,4,41,07,0304
4/41/07/03/0305,4,41,07,0305
4/41/07/04/0401,4,41,07,0401
4/41/07/04/0402,4,41,07,0402
4/41/07/04/0403,4,41,07,0403
4/41/07/04/0404,4,41,07,0404
4/41/07/04/0405,4,41,07,0405
4/41/07/04/0406,4,41,07,0406
4/41/08/01/0101,4,41,08,0101
4/41/08/01/0102,4,41,08,0102
4/41/08/01/0103,4,41,08,0103
4/41/08/01/0104,4,41,08,0104
4/41/08/02/0201,4,41,08,0201
4/41/08/02/0202,4,41,08,0202
4/41/08/02/0203,4,41,08,0203
4/41/08/02/0204,4,41,08,0204
4/41/08/02/0205,4,41,08,0205
4/41/08/02/0206,4,41,08,0206
4/41/08/02/0207,4,41,08,0207
4/41/08/03/0301,4,41,08,0301
4/41/08/03/0302,4,41,08,0302
4/41/08/03/0303,4,41,08,0303
4/41/08/03/0304,4,41,08,0304
4/41/08/03/0305,4,41,08,0305
4/41/08/04/0401,4,41,08,0401
4/41/08/04/0402,4,41,08,0402
4/41/08/04/0403,4,41,08,0403
4/41/08/04/0404,4,41,08,0404
4/41/08/04/0405,4,41,08,0405
4/41/08/04/0406,4,41,08,0406
4/41/08/05/0501,4,41,08,0501
4/41/08/05/0502,4,41,08,0502
4/41/08/05/0503,4,41,08,0503
4/41/08/05/0504,4,41,08,0504
4/41/08/05/0505,4,41,08,0505
4/41/08/05/0506,4,41,08,0506
4/41/08/06/0601,4,41,08,0601
4/41/08/06/0602,4,41,08,0602
4/41/08/06/0603,4,41,08,0603
4/41/08/06/0604,4,41,08,0604
4/41/08/06/0605,4,41,08,0605
4/41/08/06/0606,4,41,08,0606
4/41/09/01/0101,4,41,09,0101
4/41/09/01/0102,4,41,09,0102
4/41/09/01/0103,4,41,09,0103
4/41/09/01/0104,4,41,09,0104
4/41/09/01/0105,4,41,09,0105
4/41/09/01/0106,4,41,09,0106
4/41/09/01/0107,4,41,09,0107
4/41/09/02/0201,4,41,09,0201
4/41/09/02/0202,4,41,09,0202
4/41/09/02/0203,4,41,09,0203
4/41/09/02/0204,4,41,09,0204
4/41/09/03/0301,4,41,09,0301
4/41/09/03/0302,4,41,09,0302
4/41/09/03/0303,4,41,09,0303
4/41/09/03/0304,4,41,09,0304
4/41/09/04/0401,4,41,09,0401
4/41/09/04/0402,4,41,09,0402
4/41/09/04/0403,4,41,09,0403
4/41/09/04/0404,4,41,09,0404
4/41/09/04/0405,4,41,09,0405
4/41/09/05/0501,4,41,09,0501
4/41/09/05/0502,4,41,09,0502
4/41/09/05/0503,4,41,09,0503
4/41/09/05/0504,4,41,09,0504
4/41/09/05/0505,4,41,09,0505
4/41/09/05/0506,4,41,09,0506
4/41/10/01/0101,4,41,10,0101
4/41/10/01/0102,4,41,10,0102
4/41/10/01/0103,4,41,10,0103
4/41/10/01/0104,4,41,10,0104
4/41/10/01/0105,4,41,10,0105
4/41/10/01/0106,4,41,10,0106
4/41/10/01/0107,4,41,10,0107
4/41/10/01/0108,4,41,10,0108
4/41/10/01/0109,4,41,10,0109
4/41/10/01/0110,4,41,10,0110
4/41/10/02/0201,4,41,10,0201
4/41/10/02/0202,4,41,10,0202
4/41/10/02/0203,4,41,10,0203
4/41/10/02/0204,4,41,10,0204
4/41/10/02/0205,4,41,10,0205
4/41/10/02/0206,4,41,10,0206
4/41/10/02/0207,4,41,10,0207
4/41/10/03/0301,4,41,10,0301
4/41/10/03/0302,4,41,10,0302
4/41/10/03/0303,4,41,10,0303
4/41/10/03/0304,4,41,10,0304
4/41/10/03/0305,4,41,10,0305
4/41/10/03/0306,4,41,10,0306
4/41/10/03/0307,4,41,10,0307
4/41/10/04/0401,4,41,10,0401
4/41/10/04/0402,4,41,10,0402
4/41/10/04/0403,4,41,10,0403
4/41/10/04/0404,4,41,10,0404
4/41/10/04/0405,4,41,10,0405
4/41/10/04/0406,4,41,10,0406
4/41/10/04/0407,4,41,10,0407
4/41/10/04/0408,4,41,10,0408
4/41/11/01/0101,4,41,11,0101
4/41/11/01/0102,4,41,11,0102
4/41/11/01/0103,4,41,11,0103
4/41/11/01/0104,4,41,11,0104
4/41/11/01/0105,4,41,11,0105
4/41/11/01/0106,4,41,11,0106
4/41/44/01/0107,4,41,44,0107
4/41/44/01/0108,4,41,44,0108
4/41/11/02/0201,4,41,11,0201
4/41/11/02/0202,4,41,11,0202
4/41/11/02/0203,4,41,11,0203
4/41/11/02/0204,4,41,11,0204
4/41/11/02/0205,4,41,11,0205
4/41/11/02/0206,4,41,11,0206
4/41/11/02/0207,4,41,11,0207
4/41/11/03/0301,4,41,11,0301
4/41/11/03/0302,4,41,11,0302
4/41/11/03/0303,4,41,11,0303
4/41/11/03/0304,4,41,11,0304
4/41/11/03/0305,4,41,11,0305
4/41/11/03/0306,4,41,11,0306
4/41/11/03/0307,4,41,11,0307
4/41/11/04/0401,4,41,11,0401
4/41/11/04/0402,4,41,11,0402
4/41/11/04/0403,4,41,11,0403
4/41/11/04/0404,4,41,11,0404
4/41/11/04/0405,4,41,11,0405
4/41/11/04/0406,4,41,11,0406
4/41/11/04/0407,4,41,11,0407
4/41/12/01/0101,4,41,12,0101
4/41/12/01/0102,4,41,12,0102
4/41/12/01/0103,4,41,12,0103
4/41/12/01/0104,4,41,12,0104
4/41/12/01/0105,4,41,12,0105
4/41/12/01/0106,4,41,12,0106
4/41/12/02/0201,4,41,12,0201
4/41/12/02/0202,4,41,12,0202
4/41/12/02/0203,4,41,12,0203
4/41/12/02/0204,4,41,12,0204
4/41/12/02/0205,4,41,12,0205
4/41/12/02/0206,4,41,12,0206
4/41/12/03/0301,4,41,12,0301
4/41/12/03/0302,4,41,12,0302
4/41/12/03/0303,4,41,12,0303
4/41/12/03/0304,4,41,12,0304
4/41/12/03/0305,4,41,12,0305
4/41/12/03/0306,4,41,12,0306
4/41/12/03/0307,4,41,12,0307
4/41/12/03/0308,4,41,12,0308
4/41/12/04/0401,4,41,12,0401
4/41/12/04/0402,4,41,12,0402
4/41/12/04/0403,4,41,12,0403
4/41/12/04/0404,4,41,12,0404
4/41/12/04/0405,4,41,12,0405
4/41/12/04/0406,4,41,12,0406
4/41/12/04/0407,4,41,12,0407
4/41/12/04/0408,4,41,12,0408
4/41/13/01/0101,4,41,13,0101
4/41/13/01/0102,4,41,13,0102
4/41/13/01/0103,4,41,13,0103
4/41/13/01/0104,4,41,13,0104
4/41/13/01/0105,4,41,13,0105
4/41/13/01/0106,4,41,13,0106
4/41/13/01/0107,4,41,13,0107
4/41/13/01/0108,4,41,13,0108
4/41/13/02/0201,4,41,13,0201
4/41/13/02/0202,4,41,13,0202
4/41/13/02/0203,4,41,13,0203
4/41/13/02/0204,4,41,13,0204
4/41/13/02/0205,4,41,13,0205
4/41/13/02/0206,4,41,13,0206
4/41/13/02/0207,4,41,13,0207
4/41/13/02/0208,4,41,13,0208
4/41/13/03/0301,4,41,13,0301
4/41/13/03/0302,4,41,13,0302
4/41/13/03/0303,4,41,13,0303
4/41/13/03/0304,4,41,13,0304
4/41/13/03/0305,4,41,13,0305
4/41/13/03/0306,4,41,13,0306
4/41/13/03/0307,4,41,13,0307
4/41/13/03/0308,4,41,13,0308
4/41/14/01/0101,4,41,14,0101
